NCBI_GID	ENSEMBL_GID	Assignation	NCBI_gene_Overlap
106581614	ENSSSAG00000040014	automatic	NA
123743624	ENSSSAG00000115049	automatic	NA
123743625	ENSSSAG00000115499	automatic	NA
123743623	ENSSSAG00000107472	automatic	NA
123743622	ENSSSAG00000093304	automatic	NA
123743597	ENSSSAG00000112358	automatic	NA
106606636	ENSSSAG00000094236	automatic	NA
123743589	ENSSSAG00000106224	automatic	NA
123743617	ENSSSAG00000098466	automatic	NA
106606652	ENSSSAG00000008560	automatic	NA
106606677	ENSSSAG00000040242	automatic	NA
123743616	ENSSSAG00000100989	automatic	NA
106606676	ENSSSAG00000093630	automatic	NA
123743579	ENSSSAG00000114804	automatic	NA
123743566	ENSSSAG00000107825	automatic	NA
123743640	ENSSSAG00000086234	automatic	NA
123743651	ENSSSAG00000116897	automatic	NA
123743575	ENSSSAG00000087116	automatic	NA
123743662	ENSSSAG00000093602	automatic	NA
123743673	ENSSSAG00000098138	automatic	NA
123743572	ENSSSAG00000092695	automatic	NA
123743582	ENSSSAG00000090504	automatic	NA
123743585	ENSSSAG00000102372	automatic	NA
123743596	ENSSSAG00000101848	automatic	NA
123743607	ENSSSAG00000091642	automatic	NA
123743618	ENSSSAG00000115781	automatic	NA
123743628	ENSSSAG00000112204	automatic	NA
123743637	ENSSSAG00000113710	automatic	NA
123743638	ENSSSAG00000115153	automatic	NA
123743639	ENSSSAG00000098295	automatic	NA
123743641	ENSSSAG00000091577	automatic	NA
123743642	ENSSSAG00000099691	automatic	NA
123743643	ENSSSAG00000108647	automatic	NA
123743644	ENSSSAG00000109413	automatic	NA
123743645	ENSSSAG00000114405	automatic	NA
123743646	ENSSSAG00000084129	automatic	NA
123743647	ENSSSAG00000082827	automatic	NA
123743648	ENSSSAG00000090500	automatic	NA
123743649	ENSSSAG00000108738	automatic	NA
123743580	ENSSSAG00000092492	automatic	NA
123743650	ENSSSAG00000083458	automatic	NA
123743652	ENSSSAG00000117816	automatic	NA
123743653	ENSSSAG00000099234	automatic	NA
123743654	ENSSSAG00000118906	automatic	NA
123743576	ENSSSAG00000121404	automatic	NA
123743655	ENSSSAG00000117781	automatic	NA
123743577	ENSSSAG00000081845	automatic	NA
123743656	ENSSSAG00000120775	automatic	NA
123743657	ENSSSAG00000090800	automatic	NA
123743658	ENSSSAG00000105608	automatic	NA
123743659	ENSSSAG00000087490	automatic	NA
123743578	ENSSSAG00000085235	automatic	NA
123743660	ENSSSAG00000095515	automatic	NA
123743661	ENSSSAG00000100883	automatic	NA
123743663	ENSSSAG00000082945	automatic	NA
123743664	ENSSSAG00000089738	automatic	NA
123743665	ENSSSAG00000097735	automatic	NA
123743666	ENSSSAG00000085157	automatic	NA
123743667	ENSSSAG00000095847	automatic	NA
123743668	ENSSSAG00000107269	automatic	NA
123743669	ENSSSAG00000085839	automatic	NA
123743670	ENSSSAG00000102368	automatic	NA
123743671	ENSSSAG00000106458	automatic	NA
123743672	ENSSSAG00000090703	automatic	NA
123743674	ENSSSAG00000105701	automatic	NA
123743675	ENSSSAG00000097041	automatic	NA
123743676	ENSSSAG00000101492	automatic	NA
123743677	ENSSSAG00000116635	automatic	NA
123743678	ENSSSAG00000119818	automatic	NA
123743567	ENSSSAG00000098104	automatic	NA
123743568	ENSSSAG00000084266	automatic	NA
123743569	ENSSSAG00000121375	automatic	NA
123743570	ENSSSAG00000098913	automatic	NA
123743571	ENSSSAG00000098112	automatic	NA
123743573	ENSSSAG00000119473	automatic	NA
123743574	ENSSSAG00000092106	automatic	NA
123743581	ENSSSAG00000093135	automatic	NA
123743412	ENSSSAG00000113735	automatic	NA
106606828	ENSSSAG00000086199	automatic	NA
106563954	ENSSSAG00000007746	automatic	NA
123743632	ENSSSAG00000083574	automatic	NA
123743633	ENSSSAG00000090955	automatic	NA
123743634	ENSSSAG00000047573	automatic	NA
123743627	ENSSSAG00000101532	automatic	NA
123743626	ENSSSAG00000087963	automatic	NA
123743621	ENSSSAG00000120340	automatic	NA
106606944	ENSSSAG00000046854	automatic	NA
106606932	ENSSSAG00000118509	automatic	NA
123743611	ENSSSAG00000004658	automatic	NA
123743612	ENSSSAG00000097524	automatic	NA
106607068	ENSSSAG00000006269	automatic	NA
123743613	ENSSSAG00000117586	automatic	NA
123743591	ENSSSAG00000120289	automatic	NA
123743583	ENSSSAG00000112792	automatic	NA
106607348	ENSSSAG00000055647	automatic	NA
106607347	ENSSSAG00000055666	automatic	NA
106607345	ENSSSAG00000055682	automatic	NA
106607394	ENSSSAG00000108085	automatic	NA
123743602	ENSSSAG00000064379	automatic	NA
123743603	ENSSSAG00000096558	automatic	NA
123743604	ENSSSAG00000096588	automatic	NA
123743601	ENSSSAG00000112335	automatic	NA
123743605	ENSSSAG00000099030	automatic	NA
123743608	ENSSSAG00000106310	automatic	NA
123743606	ENSSSAG00000096805	automatic	NA
123743609	ENSSSAG00000095466	automatic	NA
123743590	ENSSSAG00000111031	automatic	NA
123743615	ENSSSAG00000067933	automatic	NA
123743614	ENSSSAG00000067934	automatic	NA
106607253	ENSSSAG00000067941	automatic	NA
123743629	ENSSSAG00000116420	automatic	NA
123743630	ENSSSAG00000090677	automatic	NA
123743631	ENSSSAG00000082607	automatic	NA
106607407	ENSSSAG00000100953	automatic	NA
106607524	ENSSSAG00000008146	automatic	NA
123743592	ENSSSAG00000094563	automatic	NA
123743595	ENSSSAG00000051444	automatic	NA
123743598	ENSSSAG00000106906	automatic	NA
123743460	ENSSSAG00000107130	automatic	NA
106598752	ENSSSAG00000089191	automatic	NA
106607902	ENSSSAG00000085254	automatic	NA
123743594	ENSSSAG00000084479	automatic	NA
123743636	ENSSSAG00000075833	automatic	NA
123743635	ENSSSAG00000075835	automatic	NA
106607625	ENSSSAG00000069532	automatic	NA
123743599	ENSSSAG00000076937	automatic	NA
123743484	ENSSSAG00000095208	automatic	NA
123743593	ENSSSAG00000106039	automatic	NA
123743620	ENSSSAG00000008281	automatic	NA
123743619	ENSSSAG00000008232	automatic	NA
106608101	ENSSSAG00000044141	automatic	NA
123743584	ENSSSAG00000076514	automatic	NA
123743586	ENSSSAG00000112981	automatic	NA
123743587	ENSSSAG00000091130	automatic	NA
123743588	ENSSSAG00000076521	automatic	NA
106608108	ENSSSAG00000088759	automatic	NA
106608144	ENSSSAG00000086146	automatic	NA
106608211	ENSSSAG00000024489	automatic	NA
106608265	ENSSSAG00000091741	automatic	NA
106597537	ENSSSAG00000110299	automatic	NA
123743600	ENSSSAG00000052215	automatic	NA
123743721	ENSSSAG00000108058	automatic	NA
123743722	ENSSSAG00000087945	automatic	NA
106608451	ENSSSAG00000003898	automatic	NA
123743874	ENSSSAG00000091651	automatic	NA
123743888	ENSSSAG00000112816	automatic	NA
123743894	ENSSSAG00000003252	automatic	NA
106608677	ENSSSAG00000103883	automatic	NA
106608663	ENSSSAG00000111676	automatic	NA
123743882	ENSSSAG00000109850	automatic	NA
123743883	ENSSSAG00000085654	automatic	NA
106608621	ENSSSAG00000119895	automatic	NA
106608768	ENSSSAG00000090515	automatic	NA
123743875	ENSSSAG00000109079	automatic	NA
123724069	ENSSSAG00000006060	automatic	NA
123743885	ENSSSAG00000008322	automatic	NA
123743884	ENSSSAG00000008324	automatic	NA
123743886	ENSSSAG00000095518	automatic	NA
123743898	ENSSSAG00000035839	automatic	NA
106608892	ENSSSAG00000038142	automatic	NA
123743760	ENSSSAG00000095177	automatic	NA
123743762	ENSSSAG00000091109	automatic	NA
123743895	ENSSSAG00000086694	automatic	NA
123743897	ENSSSAG00000068657	automatic	NA
123743896	ENSSSAG00000116871	automatic	NA
123743767	ENSSSAG00000096432	automatic	NA
123743881	ENSSSAG00000112214	automatic	NA
123743880	ENSSSAG00000067544	automatic	NA
123743878	ENSSSAG00000093248	automatic	NA
123743890	ENSSSAG00000055977	automatic	NA
123743889	ENSSSAG00000055978	automatic	NA
106609129	ENSSSAG00000056188	automatic	NA
123743891	ENSSSAG00000066843	automatic	NA
123743892	ENSSSAG00000069163	automatic	NA
106609476	ENSSSAG00000002490	automatic	NA
106597302	ENSSSAG00000089454	automatic	NA
123743783	ENSSSAG00000048908	automatic	NA
106609380	ENSSSAG00000064371	automatic	NA
106609484	ENSSSAG00000064417	automatic	NA
106609587	ENSSSAG00000002678	automatic	NA
106609671	ENSSSAG00000089809	automatic	NA
123743887	ENSSSAG00000091186	automatic	NA
123743879	ENSSSAG00000010064	automatic	NA
123743899	ENSSSAG00000105239	automatic	NA
123723653	ENSSSAG00000088921	automatic	NA
123743802	ENSSSAG00000118591	automatic	NA
123743877	ENSSSAG00000086877	automatic	NA
106593594	ENSSSAG00000117541	automatic	NA
123743893	ENSSSAG00000106948	automatic	NA
123743814	ENSSSAG00000107747	automatic	NA
106598423	ENSSSAG00000113075	automatic	NA
123743876	ENSSSAG00000104927	automatic	NA
123743826	ENSSSAG00000081998	automatic	NA
106609994	ENSSSAG00000087409	automatic	NA
123744183	ENSSSAG00000093980	automatic	NA
106610027	ENSSSAG00000004771	automatic	NA
106609948	ENSSSAG00000118021	automatic	NA
123744321	ENSSSAG00000099374	automatic	NA
106609905	ENSSSAG00000075486	automatic	NA
106609904	ENSSSAG00000003808	automatic	NA
106609865	ENSSSAG00000115425	automatic	NA
106609870	ENSSSAG00000063471	automatic	NA
106610158	ENSSSAG00000091542	automatic	NA
123744323	ENSSSAG00000085031	automatic	NA
123744322	ENSSSAG00000069602	automatic	NA
123744192	ENSSSAG00000077058	automatic	NA
106610252	ENSSSAG00000114973	automatic	NA
106610251	ENSSSAG00000077024	automatic	NA
123744194	ENSSSAG00000077036	automatic	NA
106610299	ENSSSAG00000120135	automatic	NA
123744202	ENSSSAG00000002990	automatic	NA
123744314	ENSSSAG00000093066	automatic	NA
123744315	ENSSSAG00000107342	automatic	NA
123744318	ENSSSAG00000094664	automatic	NA
123744320	ENSSSAG00000002588	automatic	NA
123744316	ENSSSAG00000091052	automatic	NA
123744317	ENSSSAG00000116940	automatic	NA
123744289	ENSSSAG00000111969	automatic	NA
106610517	ENSSSAG00000089397	automatic	NA
106596240	ENSSSAG00000081751	automatic	NA
123744233	ENSSSAG00000060988	automatic	NA
123744240	ENSSSAG00000116947	automatic	NA
123744242	ENSSSAG00000098017	automatic	NA
123724071	ENSSSAG00000106605	automatic	NA
123744324	ENSSSAG00000085799	automatic	NA
123744312	ENSSSAG00000088567	automatic	NA
123744308	ENSSSAG00000113619	automatic	NA
123744309	ENSSSAG00000122217	automatic	NA
123744319	ENSSSAG00000090629	automatic	NA
123744325	ENSSSAG00000093762	automatic	NA
123744326	ENSSSAG00000092535	automatic	NA
123744299	ENSSSAG00000113615	automatic	NA
123744300	ENSSSAG00000084425	automatic	NA
123744310	ENSSSAG00000086187	automatic	NA
123744301	ENSSSAG00000107924	automatic	NA
123744302	ENSSSAG00000085438	automatic	NA
123744303	ENSSSAG00000087609	automatic	NA
123744304	ENSSSAG00000089998	automatic	NA
123744305	ENSSSAG00000100917	automatic	NA
123744306	ENSSSAG00000100891	automatic	NA
123744313	ENSSSAG00000102917	automatic	NA
123744307	ENSSSAG00000112954	automatic	NA
123744311	ENSSSAG00000082214	automatic	NA
106610477	ENSSSAG00000096662	automatic	NA
123724178	ENSSSAG00000044336	automatic	NA
123724172	ENSSSAG00000088129	automatic	NA
123724173	ENSSSAG00000044333	automatic	NA
123724171	ENSSSAG00000044329	automatic	NA
123724159	ENSSSAG00000091643	automatic	NA
123724179	ENSSSAG00000009011	automatic	NA
123724177	ENSSSAG00000008480	automatic	NA
123724175	ENSSSAG00000008478	automatic	NA
123724176	ENSSSAG00000008476	automatic	NA
123724160	ENSSSAG00000104150	automatic	NA
106610671	ENSSSAG00000107348	automatic	NA
123724168	ENSSSAG00000003190	automatic	NA
123724174	ENSSSAG00000003192	automatic	NA
106610696	ENSSSAG00000103843	automatic	NA
123744594	ENSSSAG00000007567	automatic	NA
106610764	ENSSSAG00000083121	automatic	NA
106610777	ENSSSAG00000082279	automatic	NA
106610884	ENSSSAG00000104109	automatic	NA
106610826	ENSSSAG00000002415	automatic	NA
106610825	ENSSSAG00000003288	automatic	NA
106610925	ENSSSAG00000002188	automatic	NA
123724157	ENSSSAG00000117492	automatic	NA
106610998	ENSSSAG00000013710	automatic	NA
123724158	ENSSSAG00000093722	automatic	NA
123724120	ENSSSAG00000102033	automatic	NA
106611147	ENSSSAG00000008640	automatic	NA
106611237	ENSSSAG00000112952	automatic	NA
106611273	ENSSSAG00000096690	automatic	NA
123724153	ENSSSAG00000002384	automatic	NA
123724192	ENSSSAG00000093044	automatic	NA
123724182	ENSSSAG00000084057	automatic	NA
123724170	ENSSSAG00000074778	automatic	NA
106611670	ENSSSAG00000116895	automatic	NA
123724162	ENSSSAG00000094826	automatic	NA
123724185	ENSSSAG00000077544	automatic	NA
106596973	ENSSSAG00000092719	automatic	NA
106611753	ENSSSAG00000091309	automatic	NA
106611796	ENSSSAG00000088906	automatic	NA
106611729	ENSSSAG00000062956	automatic	NA
106611726	ENSSSAG00000109748	automatic	NA
106611911	ENSSSAG00000088982	automatic	NA
106611989	ENSSSAG00000057295	automatic	NA
106612043	ENSSSAG00000112796	automatic	NA
106612213	ENSSSAG00000098806	automatic	NA
106612211	ENSSSAG00000068008	automatic	NA
106612147	ENSSSAG00000041858	automatic	NA
123724155	ENSSSAG00000097101	automatic	NA
123724156	ENSSSAG00000108838	automatic	NA
123724191	ENSSSAG00000093561	automatic	NA
123724184	ENSSSAG00000113861	automatic	NA
123724154	ENSSSAG00000120927	automatic	NA
123744692	ENSSSAG00000081366	automatic	NA
106566303	ENSSSAG00000093209	automatic	NA
106566259	ENSSSAG00000108430	automatic	NA
123724188	ENSSSAG00000043722	automatic	NA
123724186	ENSSSAG00000100069	automatic	NA
123744701	ENSSSAG00000097649	automatic	NA
106612370	ENSSSAG00000119854	automatic	NA
123724189	ENSSSAG00000119079	automatic	NA
123724187	ENSSSAG00000097453	automatic	NA
106612409	ENSSSAG00000004692	automatic	NA
106612706	ENSSSAG00000117987	automatic	NA
106612528	ENSSSAG00000120155	automatic	NA
123724073	ENSSSAG00000009240	automatic	NA
106612593	ENSSSAG00000064774	automatic	NA
106612588	ENSSSAG00000065242	automatic	NA
123724169	ENSSSAG00000066888	automatic	NA
123744727	ENSSSAG00000086319	automatic	NA
123724090	ENSSSAG00000100872	automatic	NA
123724167	ENSSSAG00000111113	automatic	NA
123724166	ENSSSAG00000066639	automatic	NA
123724164	ENSSSAG00000082031	automatic	NA
123724165	ENSSSAG00000090346	automatic	NA
123724161	ENSSSAG00000043928	automatic	NA
123724183	ENSSSAG00000075977	automatic	NA
123724181	ENSSSAG00000075980	automatic	NA
123724180	ENSSSAG00000075981	automatic	NA
106612800	ENSSSAG00000040017	automatic	NA
106613013	ENSSSAG00000075123	automatic	NA
123724148	ENSSSAG00000105964	automatic	NA
106613046	ENSSSAG00000083775	automatic	NA
106613053	ENSSSAG00000106394	automatic	NA
106613053	ENSSSAG00000117631	automatic	NA
123724190	ENSSSAG00000050844	automatic	NA
106597045	ENSSSAG00000114779	automatic	NA
106613233	ENSSSAG00000064915	automatic	NA
106591326	ENSSSAG00000001468	automatic	NA
106591181	ENSSSAG00000008959	automatic	NA
106605914	ENSSSAG00000098092	automatic	NA
106591354	ENSSSAG00000100135	automatic	NA
106591777	ENSSSAG00000068542	automatic	NA
123724107	ENSSSAG00000109329	automatic	NA
123724163	ENSSSAG00000057878	automatic	NA
106613432	ENSSSAG00000059941	automatic	NA
123724623	ENSSSAG00000108251	automatic	NA
123724993	ENSSSAG00000073036	automatic	NA
106613529	ENSSSAG00000074988	automatic	NA
123724972	ENSSSAG00000110406	automatic	NA
123724999	ENSSSAG00000088564	automatic	NA
123724984	ENSSSAG00000047316	automatic	NA
106613606	ENSSSAG00000110437	automatic	NA
106613467	ENSSSAG00000057741	automatic	NA
106614001	ENSSSAG00000058124	automatic	NA
106613731	ENSSSAG00000108688	automatic	NA
123724994	ENSSSAG00000002738	automatic	NA
106613795	ENSSSAG00000063516	automatic	NA
123724985	ENSSSAG00000066785	automatic	NA
123724987	ENSSSAG00000066788	automatic	NA
123724986	ENSSSAG00000066792	automatic	NA
123724776	ENSSSAG00000118690	automatic	NA
123724400	ENSSSAG00000068087	automatic	NA
106560264	ENSSSAG00000118912	automatic	NA
123725000	ENSSSAG00000079226	automatic	NA
106560347	ENSSSAG00000112405	automatic	NA
106560391	ENSSSAG00000093311	automatic	NA
106560390	ENSSSAG00000115968	automatic	NA
123724975	ENSSSAG00000090810	automatic	NA
106560473	ENSSSAG00000092731	automatic	NA
106560511	ENSSSAG00000045155	automatic	NA
123724649	ENSSSAG00000095528	automatic	NA
123724423	ENSSSAG00000083171	automatic	NA
123724976	ENSSSAG00000084270	automatic	NA
106560641	ENSSSAG00000121099	automatic	NA
123724971	ENSSSAG00000105736	automatic	NA
123724783	ENSSSAG00000098994	automatic	NA
123724705	ENSSSAG00000008723	automatic	NA
123724784	ENSSSAG00000092445	automatic	NA
123724766	ENSSSAG00000037586	automatic	NA
123724782	ENSSSAG00000118987	automatic	NA
123724699	ENSSSAG00000093165	automatic	NA
123724934	ENSSSAG00000097806	automatic	NA
123724706	ENSSSAG00000111449	automatic	NA
123724932	ENSSSAG00000109442	automatic	NA
123724696	ENSSSAG00000112887	automatic	NA
123724935	ENSSSAG00000090683	automatic	NA
123724697	ENSSSAG00000100404	automatic	NA
123724937	ENSSSAG00000117262	automatic	NA
123724695	ENSSSAG00000084643	automatic	NA
123724938	ENSSSAG00000091146	automatic	NA
123724711	ENSSSAG00000082620	automatic	NA
123724939	ENSSSAG00000086073	automatic	NA
123724728	ENSSSAG00000100629	automatic	NA
123724940	ENSSSAG00000114722	automatic	NA
123724727	ENSSSAG00000105036	automatic	NA
123724941	ENSSSAG00000112417	automatic	NA
123724717	ENSSSAG00000106153	automatic	NA
123724933	ENSSSAG00000110077	automatic	NA
123724713	ENSSSAG00000122267	automatic	NA
123724942	ENSSSAG00000090763	automatic	NA
123724712	ENSSSAG00000096791	automatic	NA
123724708	ENSSSAG00000093924	automatic	NA
123724786	ENSSSAG00000100369	automatic	NA
123724709	ENSSSAG00000095016	automatic	NA
123724787	ENSSSAG00000113110	automatic	NA
123724725	ENSSSAG00000092262	automatic	NA
123724788	ENSSSAG00000092914	automatic	NA
123724722	ENSSSAG00000082281	automatic	NA
123724789	ENSSSAG00000117772	automatic	NA
123724733	ENSSSAG00000097307	automatic	NA
123724790	ENSSSAG00000108985	automatic	NA
123724701	ENSSSAG00000121228	automatic	NA
123724791	ENSSSAG00000110493	automatic	NA
123724730	ENSSSAG00000118975	automatic	NA
123724792	ENSSSAG00000086666	automatic	NA
123724700	ENSSSAG00000115332	automatic	NA
123724794	ENSSSAG00000121430	automatic	NA
123724740	ENSSSAG00000097846	automatic	NA
123724760	ENSSSAG00000104986	automatic	NA
123724795	ENSSSAG00000119926	automatic	NA
123724734	ENSSSAG00000094626	automatic	NA
123724796	ENSSSAG00000092209	automatic	NA
123724721	ENSSSAG00000106783	automatic	NA
123724797	ENSSSAG00000097599	automatic	NA
123724720	ENSSSAG00000109433	automatic	NA
123724798	ENSSSAG00000086385	automatic	NA
123724793	ENSSSAG00000111595	automatic	NA
123724799	ENSSSAG00000111003	automatic	NA
123724703	ENSSSAG00000110515	automatic	NA
123724800	ENSSSAG00000087589	automatic	NA
123724702	ENSSSAG00000099428	automatic	NA
123724801	ENSSSAG00000085487	automatic	NA
123724710	ENSSSAG00000103678	automatic	NA
123724777	ENSSSAG00000098202	automatic	NA
123724707	ENSSSAG00000085777	automatic	NA
123724802	ENSSSAG00000112448	automatic	NA
123724714	ENSSSAG00000115858	automatic	NA
123724803	ENSSSAG00000111382	automatic	NA
123724736	ENSSSAG00000108336	automatic	NA
123724805	ENSSSAG00000120843	automatic	NA
123724716	ENSSSAG00000101447	automatic	NA
123724950	ENSSSAG00000099963	automatic	NA
123724745	ENSSSAG00000084637	automatic	NA
123724918	ENSSSAG00000100424	automatic	NA
123724752	ENSSSAG00000083625	automatic	NA
123724953	ENSSSAG00000092548	automatic	NA
123724754	ENSSSAG00000085938	automatic	NA
123724921	ENSSSAG00000117024	automatic	NA
123724750	ENSSSAG00000096414	automatic	NA
123724946	ENSSSAG00000095670	automatic	NA
123724729	ENSSSAG00000095540	automatic	NA
123724927	ENSSSAG00000097323	automatic	NA
123724698	ENSSSAG00000090181	automatic	NA
123724926	ENSSSAG00000093453	automatic	NA
123724746	ENSSSAG00000115520	automatic	NA
123724954	ENSSSAG00000084458	automatic	NA
123724762	ENSSSAG00000120588	automatic	NA
123724924	ENSSSAG00000113819	automatic	NA
123724691	ENSSSAG00000108426	automatic	NA
123724943	ENSSSAG00000114594	automatic	NA
123724692	ENSSSAG00000109164	automatic	NA
123724952	ENSSSAG00000083379	automatic	NA
123724694	ENSSSAG00000115069	automatic	NA
123724944	ENSSSAG00000095366	automatic	NA
123724765	ENSSSAG00000113431	automatic	NA
123724951	ENSSSAG00000118508	automatic	NA
123724755	ENSSSAG00000111174	automatic	NA
123724949	ENSSSAG00000118733	automatic	NA
123724743	ENSSSAG00000102194	automatic	NA
123724806	ENSSSAG00000105714	automatic	NA
123724747	ENSSSAG00000087330	automatic	NA
123724956	ENSSSAG00000088107	automatic	NA
123724773	ENSSSAG00000101272	automatic	NA
123724955	ENSSSAG00000115065	automatic	NA
123724757	ENSSSAG00000104062	automatic	NA
123724764	ENSSSAG00000081738	automatic	NA
123724957	ENSSSAG00000102906	automatic	NA
123724920	ENSSSAG00000112700	automatic	NA
123724756	ENSSSAG00000095025	automatic	NA
123724807	ENSSSAG00000104901	automatic	NA
123724758	ENSSSAG00000117204	automatic	NA
123724808	ENSSSAG00000113131	automatic	NA
123724738	ENSSSAG00000101482	automatic	NA
123724928	ENSSSAG00000120816	automatic	NA
123724732	ENSSSAG00000087422	automatic	NA
123724809	ENSSSAG00000105085	automatic	NA
123724742	ENSSSAG00000115339	automatic	NA
123724930	ENSSSAG00000095893	automatic	NA
123724731	ENSSSAG00000119768	automatic	NA
123724810	ENSSSAG00000105315	automatic	NA
123724739	ENSSSAG00000093661	automatic	NA
123724811	ENSSSAG00000109690	automatic	NA
123724741	ENSSSAG00000121054	automatic	NA
123724812	ENSSSAG00000119767	automatic	NA
123724749	ENSSSAG00000086665	automatic	NA
123724959	ENSSSAG00000101714	automatic	NA
123724769	ENSSSAG00000118566	automatic	NA
123724768	ENSSSAG00000089362	automatic	NA
123724767	ENSSSAG00000087938	automatic	NA
123724761	ENSSSAG00000114010	automatic	NA
123724772	ENSSSAG00000119916	automatic	NA
123724960	ENSSSAG00000109777	automatic	NA
123724774	ENSSSAG00000114350	automatic	NA
123724948	ENSSSAG00000121926	automatic	NA
123724744	ENSSSAG00000023119	automatic	NA
123724923	ENSSSAG00000112693	automatic	NA
123724763	ENSSSAG00000109165	automatic	NA
123724813	ENSSSAG00000083865	automatic	NA
123724689	ENSSSAG00000117775	automatic	NA
123724931	ENSSSAG00000115904	automatic	NA
123724686	ENSSSAG00000102026	automatic	NA
123724929	ENSSSAG00000083047	automatic	NA
123724690	ENSSSAG00000100588	automatic	NA
123724814	ENSSSAG00000095846	automatic	NA
123724751	ENSSSAG00000119453	automatic	NA
123724922	ENSSSAG00000110273	automatic	NA
123724681	ENSSSAG00000090626	automatic	NA
123724816	ENSSSAG00000093682	automatic	NA
123724672	ENSSSAG00000114344	automatic	NA
123724817	ENSSSAG00000111830	automatic	NA
123724753	ENSSSAG00000087107	automatic	NA
123724818	ENSSSAG00000112685	automatic	NA
123724687	ENSSSAG00000106113	automatic	NA
123724819	ENSSSAG00000096549	automatic	NA
123724676	ENSSSAG00000104710	automatic	NA
123724778	ENSSSAG00000096087	automatic	NA
123724848	ENSSSAG00000094421	automatic	NA
123724820	ENSSSAG00000082028	automatic	NA
123724723	ENSSSAG00000109345	automatic	NA
123724821	ENSSSAG00000101174	automatic	NA
123724859	ENSSSAG00000095662	automatic	NA
123724822	ENSSSAG00000082711	automatic	NA
123724724	ENSSSAG00000090420	automatic	NA
123724823	ENSSSAG00000104555	automatic	NA
123724870	ENSSSAG00000089958	automatic	NA
123724824	ENSSSAG00000120646	automatic	NA
123724881	ENSSSAG00000104971	automatic	NA
123724825	ENSSSAG00000108798	automatic	NA
123724892	ENSSSAG00000092361	automatic	NA
123724827	ENSSSAG00000089098	automatic	NA
123724903	ENSSSAG00000092154	automatic	NA
123724828	ENSSSAG00000101731	automatic	NA
123724914	ENSSSAG00000112983	automatic	NA
123724829	ENSSSAG00000119953	automatic	NA
123724925	ENSSSAG00000104146	automatic	NA
123724830	ENSSSAG00000083735	automatic	NA
123724936	ENSSSAG00000108156	automatic	NA
123724831	ENSSSAG00000092540	automatic	NA
123724947	ENSSSAG00000082325	automatic	NA
123724832	ENSSSAG00000095956	automatic	NA
123724958	ENSSSAG00000093077	automatic	NA
123724833	ENSSSAG00000099163	automatic	NA
123724969	ENSSSAG00000093240	automatic	NA
123724834	ENSSSAG00000085197	automatic	NA
123724674	ENSSSAG00000084723	automatic	NA
123724835	ENSSSAG00000117101	automatic	NA
123724980	ENSSSAG00000096852	automatic	NA
123724836	ENSSSAG00000084481	automatic	NA
123724683	ENSSSAG00000107530	automatic	NA
123724838	ENSSSAG00000105603	automatic	NA
123724991	ENSSSAG00000091183	automatic	NA
123724839	ENSSSAG00000087028	automatic	NA
123725001	ENSSSAG00000094997	automatic	NA
123724840	ENSSSAG00000102671	automatic	NA
123724688	ENSSSAG00000097696	automatic	NA
123724841	ENSSSAG00000104025	automatic	NA
123725004	ENSSSAG00000112246	automatic	NA
123724842	ENSSSAG00000096496	automatic	NA
123725005	ENSSSAG00000083429	automatic	NA
123724843	ENSSSAG00000087041	automatic	NA
123725006	ENSSSAG00000090485	automatic	NA
123724844	ENSSSAG00000109014	automatic	NA
123724719	ENSSSAG00000086343	automatic	NA
123724845	ENSSSAG00000110865	automatic	NA
123725007	ENSSSAG00000120517	automatic	NA
123724846	ENSSSAG00000106085	automatic	NA
123725008	ENSSSAG00000117436	automatic	NA
123724847	ENSSSAG00000113295	automatic	NA
123725009	ENSSSAG00000085082	automatic	NA
123724849	ENSSSAG00000101527	automatic	NA
123725010	ENSSSAG00000093016	automatic	NA
123724850	ENSSSAG00000118167	automatic	NA
123725011	ENSSSAG00000109047	automatic	NA
123724851	ENSSSAG00000093645	automatic	NA
123724670	ENSSSAG00000099146	automatic	NA
123724852	ENSSSAG00000114095	automatic	NA
123725012	ENSSSAG00000119961	automatic	NA
123724853	ENSSSAG00000093036	automatic	NA
123725013	ENSSSAG00000104239	automatic	NA
123724854	ENSSSAG00000098689	automatic	NA
123724718	ENSSSAG00000102911	automatic	NA
123724624	ENSSSAG00000100904	automatic	NA
123724855	ENSSSAG00000105354	automatic	NA
123724625	ENSSSAG00000099002	automatic	NA
123724856	ENSSSAG00000096457	automatic	NA
123724626	ENSSSAG00000091078	automatic	NA
123724857	ENSSSAG00000092669	automatic	NA
123724684	ENSSSAG00000093898	automatic	NA
123724858	ENSSSAG00000086311	automatic	NA
123724675	ENSSSAG00000107251	automatic	NA
123724860	ENSSSAG00000099094	automatic	NA
123724804	ENSSSAG00000113478	automatic	NA
123724861	ENSSSAG00000090693	automatic	NA
123724627	ENSSSAG00000104930	automatic	NA
123724862	ENSSSAG00000096593	automatic	NA
123724669	ENSSSAG00000107385	automatic	NA
123724779	ENSSSAG00000104875	automatic	NA
123724628	ENSSSAG00000094959	automatic	NA
123724863	ENSSSAG00000105912	automatic	NA
123724629	ENSSSAG00000089544	automatic	NA
123724864	ENSSSAG00000116501	automatic	NA
123724748	ENSSSAG00000117286	automatic	NA
123724865	ENSSSAG00000090833	automatic	NA
123724630	ENSSSAG00000105635	automatic	NA
