NCBI_GID	ENSEMBL_GID	Assigned_Gene_symbol	Gene_symbol	Product
123739019	NA	LOC123739019	LOC123739019	metalloproteinase inhibitor 2-like
123739050	NA	LOC123739050	LOC123739050	CMRF35-like molecule 6
123739053	ENSSSAG00000098831	LOC123739053	LOC123739053	CMRF35-like molecule 6
123739055	ENSSSAG00000109993	LOC123739055	LOC123739055	GTPase IMAP family member 8-like
123739056	NA	LOC123739056	LOC123739056	vicilin-like seed storage protein At2g18540
123739057	NA	LOC123739057	LOC123739057	DNA ligase 1-like
123739059	NA	LOC123739059	LOC123739059	caspase recruitment domain-containing protein 11-like
123739060	ENSSSAG00000108941	LOC123739060	LOC123739060	AP-5 complex subunit zeta-1-like
123739064	ENSSSAG00000008447	LOC123739064	LOC123739064	40S ribosomal protein S15a-like
123739065	NA	LOC123739065	LOC123739065	gamma-gliadin-like
123739066	ENSSSAG00000083950	LOC123739066	LOC123739066	immune-associated nucleotide-binding protein 9-like
123739073	ENSSSAG00000104053	LOC123739073	LOC123739073	gastrula zinc finger protein XlCGF17.1-like
123739074	NA	LOC123739074	LOC123739074	zinc finger protein OZF-like
123739076	ENSSSAG00000090085	LOC123739076	LOC123739076	guanylate-binding protein 1-like
123739081	NA	LOC123739081	LOC123739081	stonustoxin subunit beta-like
123739083	NA	LOC123739083	LOC123739083	ribose-phosphate pyrophosphokinase-like
123739086	NA	LOC123739086	LOC123739086	uncharacterized LOC123739086
123739092	NA	LOC123739092	LOC123739092	protein asteroid homolog 1-like
123739196	NA	LOC123739196	LOC123739196	zona pellucida sperm-binding protein 3-like
123739198	NA	LOC123739198	LOC123739198	unconventional myosin-IXAa-like
123739200	NA	LOC123739200	LOC123739200	protein mono-ADP-ribosyltransferase PARP15-like
123739201	ENSSSAG00000009308	LOC123739201	LOC123739201	coiled-coil domain-containing protein 136-like
123739202	NA	LOC123739202	LOC123739202	cytochrome P450 3A27-like
123739204	ENSSSAG00000095304	LOC123739204	LOC123739204	docking protein 6-like
123739205	NA	LOC123739205	LOC123739205	E3 ubiquitin-protein ligase RNF186-like
123739206	NA	LOC123739206	LOC123739206	E3 ubiquitin-protein ligase RNF186-like
123739207	NA	LOC123739207	LOC123739207	E3 ubiquitin-protein ligase RNF186-like
123739220	ENSSSAG00000015929	LOC123739220	LOC123739220	E3 ubiquitin-protein ligase TRIM39-like
123739221	NA	LOC123739221	LOC123739221	neurotrypsin-like
123739222	NA	LOC123739222	LOC123739222	uncharacterized LOC123739222
123739223	NA	LOC123739223	LOC123739223	uncharacterized LOC123739223
123739224	NA	LOC123739224	LOC123739224	uncharacterized LOC123739224
123739236	NA	LOC123739236	LOC123739236	repetitive proline-rich cell wall protein 2-like
123739237	NA	LOC123739237	LOC123739237	epidermal growth factor receptor kinase substrate 8-like protein 1
123739238	NA	LOC123739238	LOC123739238	collagen alpha-1(XIV) chain-like
123739239	NA	LOC123739239	LOC123739239	collagen alpha-1(XIV) chain-like
123739241	NA	LOC123739241	LOC123739241	collagen alpha-1(XXIII) chain-like
123739242	NA	LOC123739242	LOC123739242	cadherin-related family member 1-like
123739247	NA	LOC123739247	LOC123739247	dynein axonemal heavy chain 7-like
123739248	NA	LOC123739248	LOC123739248	uncharacterized LOC123739248
123739249	NA	LOC123739249	LOC123739249	uncharacterized LOC123739249
123739251	NA	LOC123739251	LOC123739251	reelin-like
123739252	NA	LOC123739252	LOC123739252	uncharacterized LOC123739252
123739254	NA	LOC123739254	LOC123739254	uncharacterized LOC123739254
123739255	NA	LOC123739255	LOC123739255	uncharacterized LOC123739255
123739277	NA	LOC123739277	LOC123739277	extensin-like
123739278	NA	LOC123739278	LOC123739278	extensin-like
123739279	NA	LOC123739279	LOC123739279	putative proline-rich protein 21
123739281	NA	LOC123739281	LOC123739281	basic proline-rich protein-like
123739282	ENSSSAG00000096908	LOC123739282	LOC123739282	deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
123739316	ENSSSAG00000094832	LOC123739316	LOC123739316	ribosomal L1 domain-containing protein 1-like
123739326	NA	LOC123739326	LOC123739326	roundabout homolog 3-like
123739327	NA	LOC123739327	LOC123739327	dynein axonemal heavy chain 6-like
123739328	NA	LOC123739328	LOC123739328	sodium channel and clathrin linker 1-like
123739330	NA	LOC123739330	LOC123739330	calcium/calmodulin-dependent protein kinase type II delta chain-like
123739331	NA	LOC123739331	LOC123739331	uncharacterized LOC123739331
123739332	ENSSSAG00000096154	LOC123739332	LOC123739332	nectin-1-like
123739333	NA	LOC123739333	LOC123739333	OX-2 membrane glycoprotein-like
123739369	NA	LOC123739369	LOC123739369	RIMS-binding protein 2-like
123739370	NA	LOC123739370	LOC123739370	RIMS-binding protein 2-like
123739372	NA	LOC123739372	LOC123739372	serine/arginine repetitive matrix protein 2-like
123739373	NA	LOC123739373	LOC123739373	ladderlectin-like
123739374	NA	LOC123739374	LOC123739374	small integral membrane protein 28-like
123739376	ENSSSAG00000082144	si:ch73-6k14.2	si:ch73-6k14.2	uncharacterized si:ch73-6k14.2
123739378	ENSSSAG00000100139	LOC123739378	LOC123739378	galactose-specific lectin nattectin-like
123739379	ENSSSAG00000092358	LOC123739379	LOC123739379	uncharacterized LOC123739379
123739381	ENSSSAG00000091083	LOC123739381	LOC123739381	galactose-specific lectin nattectin-like
123739382	ENSSSAG00000116627	LOC123739382	LOC123739382	ladderlectin-like
123739457	NA	LOC123739457	LOC123739457	ceramide glucosyltransferase-B-like
123739458	NA	LOC123739458	LOC123739458	BUD13 homolog
123739459	NA	LOC123739459	LOC123739459	striated muscle-specific serine/threonine-protein kinase-like
123739461	NA	LOC123739461	LOC123739461	nuclear FMR1 interacting protein 1-like
123739462	ENSSSAG00000082976	LOC123739462	LOC123739462	ZZ-type zinc finger-containing protein 3-like
123739463	NA	LOC123739463	LOC123739463	YY1-associated factor 2-like
123739464	ENSSSAG00000097374	LOC123739464	LOC123739464	dorsal-ventral patterning tolloid-like protein 1
123739465	NA	LOC123739465	LOC123739465	2-hydroxyacylsphingosine 1-beta-galactosyltransferase-like
123739466	NA	LOC123739466	LOC123739466	2-hydroxyacylsphingosine 1-beta-galactosyltransferase-like
123739467	NA	LOC123739467	LOC123739467	uncharacterized LOC123739467
123739469	NA	LOC123739469	LOC123739469	calcium/calmodulin-dependent protein kinase type II delta 2 chain-like
123739471	ENSSSAG00000098327	LOC123739471	LOC123739471	palmitoyltransferase ZDHHC3-like
123739473	ENSSSAG00000092275	LOC123739473	LOC123739473	uncharacterized LOC123739473
123739476	ENSSSAG00000110602	LOC123739476	LOC123739476	cell wall protein DAN4-like
123739478	NA	LOC123739478	LOC123739478	tetratricopeptide repeat protein 21B-like
123739479	ENSSSAG00000095503	LOC123739479	LOC123739479	butyrophilin subfamily 3 member A1-like
123739480	ENSSSAG00000008753	LOC123739480	LOC123739480	mast cell protease 1A-like
123739485	ENSSSAG00000095365	LOC123739485	LOC123739485	annexin A5-like
123739488	NA	LOC123739488	LOC123739488	E3 ubiquitin-protein ligase MARCHF9-like
123739489	NA	LOC123739489	LOC123739489	extensin-like
123739519	NA	LOC123739519	LOC123739519	OX-2 membrane glycoprotein-like
123739520	NA	LOC123739520	LOC123739520	GRB2-associated and regulator of MAPK protein 2-like
123739521	NA	LOC123739521	LOC123739521	trifunctional enzyme subunit beta, mitochondrial-like
123739522	NA	LOC123739522	LOC123739522	uncharacterized LOC123739522
123739528	NA	LOC123739528	LOC123739528	uncharacterized LOC123739528
123739531	NA	LOC123739531	LOC123739531	NLR family CARD domain-containing protein 3-like
123739532	ENSSSAG00000111356	LOC123739532	LOC123739532	von Willebrand factor A domain-containing protein 7-like
123739533	NA	LOC123739533	LOC123739533	stonustoxin subunit alpha-like
123739534	NA	LOC123739534	LOC123739534	uncharacterized LOC123739534
123739535	NA	LOC123739535	LOC123739535	uncharacterized LOC123739535
123739537	ENSSSAG00000068995	LOC123739537	LOC123739537	uncharacterized LOC123739537
123739540	NA	LOC123739540	LOC123739540	uncharacterized LOC123739540
123739546	NA	LOC123739546	LOC123739546	von Willebrand factor A domain-containing protein 7-like
123739548	NA	LOC123739548	LOC123739548	keratin-associated protein 12-2-like
123739572	NA	LOC123739572	LOC123739572	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9-like
123739580	ENSSSAG00000056470	LOC123739580	LOC123739580	ubiquitin carboxyl-terminal hydrolase isozyme L1-like
123739581	NA	LOC123739581	LOC123739581	isoleucine--tRNA ligase, cytoplasmic-like
123739583	NA	kctd16a	kctd16a	potassium channel tetramerization domain containing 16a
123739585	NA	LOC123739585	LOC123739585	sericin-1-like
123739586	NA	LOC123739586	LOC123739586	plexin-B3-like
123739588	NA	LOC123739588	LOC123739588	sorting nexin-30-like
123739589	NA	LOC123739589	LOC123739589	phosphatidylinositol phosphatase PTPRQ-like
123739590	NA	LOC123739590	LOC123739590	E3 ubiquitin-protein ligase HERC2-like
123739596	NA	LOC123739596	LOC123739596	butyrophilin subfamily 1 member A1-like
123739598	NA	LOC123739598	LOC123739598	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like
123739624	ENSSSAG00000113834	LOC123739624	LOC123739624	stonustoxin subunit beta-like
123739867	NA	LOC123739867	LOC123739867	early nodulin-75-like
123739868	NA	LOC123739868	LOC123739868	early nodulin-75-like
123739870	NA	LOC123739870	LOC123739870	probable GPI-anchored adhesin-like protein PGA18
123739874	NA	LOC123739874	LOC123739874	protogenin-like
123739875	NA	LOC123739875	LOC123739875	seizure protein 6 homolog
123739891	NA	LOC123739891	LOC123739891	protein NOXP20-like
123739893	ENSSSAG00000052216	LOC123739893	LOC123739893	twisted gastrulation protein homolog 1-A-like
123739895	NA	LOC123739895	LOC123739895	neurobeachin-like protein 2
123740003	NA	LOC123740003	LOC123740003	dynein axonemal heavy chain 12-like
123740008	NA	LOC123740008	LOC123740008	alpha-mannosidase 2C1-like
123740011	NA	LOC123740011	LOC123740011	phosphopantothenoylcysteine decarboxylase-like
123740013	ENSSSAG00000096884	LOC123740013	LOC123740013	stomatin-like protein 1
123740014	ENSSSAG00000085662	LOC123740014	LOC123740014	rab-3A-interacting protein-like
123740015	NA	LOC123740015	LOC123740015	extensin-like
123740017	ENSSSAG00000110572	LOC123740017	LOC123740017	uncharacterized LOC123740017
123740019	NA	LOC123740019	LOC123740019	protein MTSS 1-like
123740021	NA	LOC123740021	LOC123740021	vacuolar protein sorting-associated protein 13B-like
123740023	NA	LOC123740023	LOC123740023	vacuolar protein sorting-associated protein 13B-like
123740024	ENSSSAG00000121853	LOC123740024	LOC123740024	60S ribosomal protein L28-like
123740026	NA	LOC123740026	LOC123740026	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
123740027	NA	LOC123740027	LOC123740027	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13-like
123740028	NA	LOC123740028	LOC123740028	OX-2 membrane glycoprotein-like
123740029	NA	LOC123740029	LOC123740029	conserved oligomeric Golgi complex subunit 6-like
123740032	NA	LOC123740032	LOC123740032	vegetative cell wall protein gp1-like
123740033	NA	LOC123740033	LOC123740033	basic proline-rich protein-like
123740061	ENSSSAG00000082407	LOC123740061	LOC123740061	exocyst complex component 6B-like
123740063	NA	LOC123740063	LOC123740063	probable RNA-binding protein 46
123740072	ENSSSAG00000107287	LOC123740072	LOC123740072	cell wall protein DAN4-like
123740076	NA	LOC123740076	LOC123740076	extensin-like
123740077	ENSSSAG00000117278	LOC123740077	LOC123740077	rho GTPase-activating protein 5-like
123740219	NA	LOC123740219	LOC123740219	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7-like
123740222	NA	LOC123740222	LOC123740222	stonustoxin subunit beta-like
123740224	NA	LOC123740224	LOC123740224	stonustoxin subunit beta-like
123740232	ENSSSAG00000095063	LOC123740232	LOC123740232	serine hydroxymethyltransferase, cytosolic-like
123740234	ENSSSAG00000087587	LOC123740234	LOC123740234	cleavage and polyadenylation specificity factor subunit 4-like
123740241	NA	LOC123740241	LOC123740241	extensin-like
123740261	NA	LOC123740261	LOC123740261	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
123740263	ENSSSAG00000089778	LOC123740263	LOC123740263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
123740267	NA	LOC123740267	LOC123740267	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
123740271	ENSSSAG00000065989	LOC123740271	LOC123740271	sperm-associated antigen 1A-like
123740272	ENSSSAG00000091636	LOC123740272	LOC123740272	E3 ubiquitin-protein ligase RNF19A-like
123740274	NA	LOC123740274	LOC123740274	melanoma-associated antigen E1-like
123740275	NA	LOC123740275	LOC123740275	RNA-binding protein 25-like
123740279	NA	LOC123740279	LOC123740279	zinc finger CCCH domain-containing protein 13-like
123740294	NA	LOC123740294	LOC123740294	uncharacterized LOC123740294
123740618	NA	LOC123740618	LOC123740618	zinc finger protein 436-like
123740619	NA	LOC123740619	LOC123740619	endothelial zinc finger protein induced by tumor necrosis factor alpha-like
123740622	NA	LOC123740622	LOC123740622	zinc finger protein 180-like
123740623	NA	LOC123740623	LOC123740623	trichohyalin-like
123740626	NA	LOC123740626	LOC123740626	trichohyalin-like
123740627	NA	LOC123740627	LOC123740627	inner centromere protein-like
123740630	NA	LOC123740630	LOC123740630	zinc finger protein 180-like
123740631	NA	LOC123740631	LOC123740631	zinc finger protein 180-like
123740634	NA	LOC123740634	LOC123740634	zinc finger protein 135-like
123740635	NA	LOC123740635	LOC123740635	zinc finger protein 436-like
123740637	NA	LOC123740637	LOC123740637	mastermind-like protein 3
123740639	NA	LOC123740639	LOC123740639	uncharacterized LOC123740639
123740642	NA	LOC123740642	LOC123740642	uncharacterized LOC123740642
123740646	NA	LOC123740646	LOC123740646	uncharacterized LOC123740646
123740647	NA	LOC123740647	LOC123740647	general transcription factor II-I repeat domain-containing protein 2A-like
123740651	NA	LOC123740651	LOC123740651	voltage-dependent T-type calcium channel subunit alpha-1H-like
123740652	NA	LOC123740652	LOC123740652	protein FAM83G-like
123740656	NA	LOC123740656	LOC123740656	fibronectin-like
123741335	NA	LOC123741335	LOC123741335	NLR family CARD domain-containing protein 3-like
123741337	ENSSSAG00000061800	LOC123741337	LOC123741337	charged multivesicular body protein 5-like
123741345	ENSSSAG00000057403	LOC123741345	LOC123741345	annexin A5-like
123741346	ENSSSAG00000109024	LOC123741346	LOC123741346	transmembrane protein 192-like
123741577	NA	LOC123741577	LOC123741577	NLR family CARD domain-containing protein 3-like
123741578	NA	LOC123741578	LOC123741578	NLR family CARD domain-containing protein 3-like
123741579	NA	LOC123741579	LOC123741579	V-set and immunoglobulin domain-containing protein 10-like 2
123741580	NA	LOC123741580	LOC123741580	repetitive proline-rich cell wall protein 1-like
123741581	NA	LOC123741581	LOC123741581	putative uncharacterized protein ENSP00000383309
123741582	NA	LOC123741582	LOC123741582	macrophage mannose receptor 1-like
123741583	ENSSSAG00000101531	LOC123741583	LOC123741583	C-type lectin domain family 4 member M-like
123741585	ENSSSAG00000092034	LOC123741585	LOC123741585	CD209 antigen-like protein E
123741587	NA	LOC123741587	LOC123741587	deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
123741588	NA	LOC123741588	LOC123741588	deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
123741589	ENSSSAG00000082844	LOC123741589	LOC123741589	protein THEM6-like
123741592	NA	LOC123741592	LOC123741592	uncharacterized LOC123741592
123741597	NA	LOC123741597	LOC123741597	E3 ubiquitin-protein ligase rnf213-alpha-like
123741599	NA	LOC123741599	LOC123741599	uncharacterized LOC123741599
123741603	ENSSSAG00000094055	LOC123741603	LOC123741603	uncharacterized LOC123741603
123741604	NA	LOC123741604	LOC123741604	tonsoku-like protein
123741612	NA	LOC123741612	LOC123741612	interphotoreceptor matrix proteoglycan 2-like
123741613	NA	LOC123741613	LOC123741613	CREB-regulated transcription coactivator 1 homolog
123741618	NA	LOC123741618	LOC123741618	E3 ubiquitin-protein ligase rnf152-like
123741619	ENSSSAG00000096427	LOC123741619	LOC123741619	gap junction Cx32.2 protein-like
123741620	NA	LOC123741620	LOC123741620	GTPase IMAP family member 9-like
123741624	NA	LOC123741624	LOC123741624	potassium voltage-gated channel subfamily H member 2
123741626	ENSSSAG00000104181	LOC123741626	LOC123741626	uncharacterized LOC123741626
123741627	NA	LOC123741627	LOC123741627	olfactory receptor 1F12
123741630	NA	LOC123741630	LOC123741630	sericin-1-like
123741638	ENSSSAG00000094775	si:ch73-71c20.5	si:ch73-71c20.5	DUF4748 domain-containing protein
123741639	NA	LOC123741639	LOC123741639	cyclin-dependent kinase 5 activator 1-like
123741641	NA	LOC123741641	LOC123741641	cyclin-dependent kinase 5 activator 1-like
123741642	NA	LOC123741642	LOC123741642	cyclin-dependent kinase 5 activator 1-like
123741643	NA	LOC123741643	LOC123741643	cyclin-dependent kinase 5 activator 1-like
123741644	NA	LOC123741644	LOC123741644	cyclin-dependent kinase 5 activator 1-like
123741645	NA	LOC123741645	LOC123741645	cyclin-dependent kinase 5 activator 1-like
123741646	NA	LOC123741646	LOC123741646	cyclin-dependent kinase 5 activator 1-like
123741647	NA	LOC123741647	LOC123741647	cyclin-dependent kinase 5 activator 1-like
123741648	NA	LOC123741648	LOC123741648	cyclin-dependent kinase 5 activator 1-like
123741651	NA	LOC123741651	LOC123741651	histidine-rich glycoprotein-like
123741652	NA	si:ch211-57i17.5	si:ch211-57i17.5	usherin
123741653	NA	LOC123741653	LOC123741653	piggyBac transposable element-derived protein 4-like
123741656	NA	LOC123741656	LOC123741656	uncharacterized LOC123741656
123741662	NA	LOC123741662	LOC123741662	ferritin, middle subunit-like
123741663	NA	LOC123741663	LOC123741663	ferritin, middle subunit-like
123741664	NA	LOC123741664	LOC123741664	ferritin, middle subunit-like
123741669	NA	zgc:193593	zgc:193593	uncharacterized LOC123741669
123741670	ENSSSAG00000048179	LOC123741670	LOC123741670	nuclear body protein SP140-like protein
123741672	NA	LOC123741672	LOC123741672	MIEF1 upstream open reading frame protein-like
123741673	ENSSSAG00000105167	LOC123741673	LOC123741673	interferon a3-like
123741674	ENSSSAG00000097379	LOC123741674	LOC123741674	interferon a3-like
123741675	ENSSSAG00000105971	LOC123741675	LOC123741675	interferon a3-like
123741677	ENSSSAG00000086016	LOC123741677	LOC123741677	interferon beta-like
123741678	ENSSSAG00000117268	LOC123741678	LOC123741678	interferon a3-like
123741679	ENSSSAG00000101674	LOC123741679	LOC123741679	interferon a3-like
123741680	ENSSSAG00000114204	LOC123741680	LOC123741680	Ig-like V-type domain-containing protein FAM187A
123741683	ENSSSAG00000117589	LOC123741683	LOC123741683	reprimo-like protein
123741688	NA	LOC123741688	LOC123741688	UNC93-like protein MFSD11
123741690	NA	LOC123741690	LOC123741690	vascular cell adhesion protein 1-like
123741693	NA	LOC123741693	LOC123741693	extensin-like
123741698	ENSSSAG00000098398	LOC123741698	LOC123741698	myosin phosphatase Rho-interacting protein-like
123741702	ENSSSAG00000114487	LOC123741702	LOC123741702	RUN domain-containing protein 3A-like
123741703	ENSSSAG00000109863	LOC123741703	LOC123741703	tubulin beta-4B chain-like
123741704	ENSSSAG00000117051	LOC123741704	LOC123741704	atherin-like
123741705	ENSSSAG00000100684	LOC123741705	LOC123741705	very-long-chain enoyl-CoA reductase-like
123741706	ENSSSAG00000091177	LOC123741706	LOC123741706	dnaJ homolog subfamily B member 1-like
123741707	ENSSSAG00000098686	LOC123741707	LOC123741707	transmembrane emp24 domain-containing protein 1-like
123741709	ENSSSAG00000115218	LOC123741709	LOC123741709	uncharacterized LOC123741709
123741710	NA	LOC123741710	LOC123741710	phospholipid phosphatase 3-like
123741712	ENSSSAG00000073333	LOC123741712	LOC123741712	transmembrane protein 238-like
123741716	NA	LOC123741716	LOC123741716	uncharacterized LOC123741716
123741725	NA	LOC123741725	LOC123741725	uncharacterized LOC123741725
123741727	NA	LOC123741727	LOC123741727	von Willebrand factor A domain-containing protein 3A-like
123741728	ENSSSAG00000110219	LOC123741728	LOC123741728	methionine-R-sulfoxide reductase B1-A-like
123741731	NA	LOC123741731	LOC123741731	keratin-associated protein 5-5-like
123741732	NA	LOC123741732	LOC123741732	zinc finger protein GLIS2-like
123741735	NA	LOC123741735	LOC123741735	uncharacterized LOC123741735
123741736	NA	LOC123741736	LOC123741736	uncharacterized LOC123741736
123741740	ENSSSAG00000084993	LOC123741740	LOC123741740	lysoplasmalogenase-like
123741745	NA	LOC123741745	LOC123741745	NLR family CARD domain-containing protein 3-like
123741753	ENSSSAG00000097296	LOC123741753	LOC123741753	inositol 1,4,5-trisphosphate receptor-interacting protein-like 2
123741756	NA	LOC123741756	LOC123741756	cell wall protein DAN4-like
123741760	NA	LOC123741760	LOC123741760	stonustoxin subunit beta-like
123741761	NA	LOC123741761	LOC123741761	ribonuclease inhibitor-like
123741763	NA	LOC123741763	LOC123741763	ribonuclease inhibitor-like
123741766	NA	LOC123741766	LOC123741766	stonustoxin subunit beta-like
123741767	NA	LOC123741767	LOC123741767	NACHT, LRR and PYD domains-containing protein 12-like
123741768	NA	LOC123741768	LOC123741768	neoverrucotoxin subunit alpha-like
123741770	NA	LOC123741770	LOC123741770	zinc finger CCCH domain-containing protein 13-like
123741771	NA	LOC123741771	LOC123741771	octapeptide-repeat protein T2-like
123741774	NA	LOC123741774	LOC123741774	NLR family CARD domain-containing protein 3-like
123741775	NA	LOC123741775	LOC123741775	cell wall integrity and stress response component 3-like
123741777	NA	LOC123741777	LOC123741777	stonustoxin subunit beta-like
123741780	NA	LOC123741780	LOC123741780	uncharacterized LOC123741780
123741781	NA	LOC123741781	LOC123741781	NLR family CARD domain-containing protein 3-like
123741782	ENSSSAG00000066902	LOC123741782	LOC123741782	tripartite motif-containing protein 16-like
123741784	NA	LOC123741784	LOC123741784	stonustoxin subunit beta-like
123741785	ENSSSAG00000090232	LOC123741785	LOC123741785	uncharacterized LOC123741785
123741786	NA	LOC123741786	LOC123741786	zinc finger protein 2 homolog
123741787	NA	LOC123741787	LOC123741787	zinc finger protein 2 homolog
123741788	NA	LOC123741788	LOC123741788	zinc finger protein 135-like
123741790	NA	LOC123741790	LOC123741790	zinc finger protein 2 homolog
123741791	NA	LOC123741791	LOC123741791	zinc finger protein 2-like
123741792	NA	LOC123741792	LOC123741792	zinc finger protein 2-like
123741794	NA	LOC123741794	LOC123741794	zinc finger protein 180-like
123741795	NA	LOC123741795	LOC123741795	NLR family CARD domain-containing protein 3-like
123741798	NA	LOC123741798	LOC123741798	NLR family CARD domain-containing protein 3-like
123741799	NA	LOC123741799	LOC123741799	tripartite motif-containing protein 16-like
123741803	NA	LOC123741803	LOC123741803	NLR family CARD domain-containing protein 3-like
123741804	NA	LOC123741804	LOC123741804	NLR family CARD domain-containing protein 3-like
123741806	NA	LOC123741806	LOC123741806	cell wall integrity and stress response component 2-like
123741807	NA	LOC123741807	LOC123741807	stonustoxin subunit beta-like
123741808	NA	LOC123741808	LOC123741808	zinc finger protein 180-like
123741809	NA	LOC123741809	LOC123741809	zinc finger protein 180-like
123741814	ENSSSAG00000087907	LOC123741814	LOC123741814	tripartite motif-containing protein 16-like
123741815	NA	LOC123741815	LOC123741815	zinc finger protein 391-like
123741817	NA	LOC123741817	LOC123741817	stonustoxin subunit beta-like
123741830	NA	LOC123741830	LOC123741830	basic proline-rich protein-like
123741831	NA	LOC123741831	LOC123741831	piggyBac transposable element-derived protein 4-like
123741832	NA	LOC123741832	LOC123741832	serotransferrin-1-like
123741836	NA	LOC123741836	LOC123741836	regulator of G-protein signaling protein-like
123741838	ENSSSAG00000100128	LOC123741838	LOC123741838	GDNF family receptor alpha-4-like
123741840	ENSSSAG00000087582	LOC123741840	LOC123741840	interferon alpha-3-like
123741841	ENSSSAG00000105389	LOC123741841	LOC123741841	interferon alpha-3-like
123741843	NA	LOC123741843	LOC123741843	hyphally regulated cell wall protein 3-like
123741844	NA	LOC123741844	LOC123741844	uncharacterized LOC123741844
123741846	NA	LOC123741846	LOC123741846	ras-related protein Rab-26-like
123741849	NA	LOC123741849	LOC123741849	adhesion G protein-coupled receptor E1-like
123741851	NA	LOC123741851	LOC123741851	voltage-dependent T-type calcium channel subunit alpha-1I-like
123741852	NA	LOC123741852	LOC123741852	protein NLRC3-like
123741853	NA	LOC123741853	LOC123741853	GTPase IMAP family member 9-like
123741854	NA	LOC123741854	LOC123741854	uncharacterized protein DDB_G0271670-like
123741855	NA	LOC123741855	LOC123741855	transmembrane protein 114-like
123741856	NA	LOC123741856	LOC123741856	ladderlectin-like
123741857	NA	LOC123741857	LOC123741857	NLR family CARD domain-containing protein 3-like
123741858	NA	LOC123741858	LOC123741858	putative uncharacterized protein YHR217C
123741860	NA	LOC123741860	LOC123741860	GRB2-related adapter protein-like
123741861	NA	LOC123741861	LOC123741861	glucoamylase S2-like
123741862	NA	LOC123741862	LOC123741862	stonustoxin subunit beta-like
123741866	NA	LOC123741866	LOC123741866	zinc finger protein 180-like
123741867	NA	LOC123741867	LOC123741867	zinc finger protein OZF-like
123741868	NA	LOC123741868	LOC123741868	zinc finger protein 239-like
123741869	NA	LOC123741869	LOC123741869	zinc finger protein 271-like
123741870	NA	LOC123741870	LOC123741870	zinc finger protein 239-like
123741871	NA	LOC123741871	LOC123741871	C-type lectin domain family 4 member E-like
123741872	NA	LOC123741872	LOC123741872	NLR family CARD domain-containing protein 3-like
123741873	NA	LOC123741873	LOC123741873	zinc finger protein 135-like
123741874	NA	LOC123741874	LOC123741874	zinc finger protein 391-like
123741876	NA	LOC123741876	LOC123741876	NLR family CARD domain-containing protein 3-like
123741877	NA	LOC123741877	LOC123741877	oocyte zinc finger protein XlCOF6-like
123741878	NA	LOC123741878	LOC123741878	zinc finger protein 184-like
123741879	NA	LOC123741879	LOC123741879	zinc finger C2HC domain-containing protein 1B-like
123741884	NA	LOC123741884	LOC123741884	CD209 antigen-like protein E
123741887	NA	LOC123741887	LOC123741887	piggyBac transposable element-derived protein 3-like
123741889	ENSSSAG00000003180	LOC123741889	LOC123741889	interleukin-12 subunit alpha-like
123741892	NA	LOC123741892	LOC123741892	piggyBac transposable element-derived protein 4-like
123741898	NA	LOC123741898	LOC123741898	P2Y purinoceptor 11-like
123741899	NA	LOC123741899	LOC123741899	uncharacterized LOC123741899
123741900	ENSSSAG00000001651	LOC123741900	LOC123741900	recoverin-like
123741908	ENSSSAG00000006402	LOC123741908	LOC123741908	carbonic anhydrase 4-like
123741909	NA	LOC123741909	LOC123741909	B9 domain-containing protein 1-like
123741912	ENSSSAG00000109260	LOC123741912	LOC123741912	tripartite motif-containing protein 16-like
123742349	ENSSSAG00000111221	LOC123742349	LOC123742349	uncharacterized LOC123742349
123742352	NA	LOC123742352	LOC123742352	protocadherin gamma-A11-like
123742353	NA	LOC123742353	LOC123742353	megakaryocyte-associated tyrosine-protein kinase-like
123742354	NA	LOC123742354	LOC123742354	extensin-like
123742356	NA	LOC123742356	LOC123742356	keratin-associated protein 10-2-like
123742357	NA	LOC123742357	LOC123742357	keratin-associated protein 10-6-like
123742358	NA	LOC123742358	LOC123742358	keratin-associated protein 10-2-like
123742361	NA	LOC123742361	LOC123742361	glycine-rich protein 5-like
123742362	NA	LOC123742362	LOC123742362	scavenger receptor cysteine-rich domain-containing group B protein-like
123742363	NA	LOC123742363	LOC123742363	uncharacterized LOC123742363
123742364	NA	LOC123742364	LOC123742364	uncharacterized LOC123742364
123742365	NA	LOC123742365	LOC123742365	stonustoxin subunit beta-like
123742366	NA	LOC123742366	LOC123742366	uncharacterized LOC123742366
123742368	ENSSSAG00000117577	LOC123742368	LOC123742368	zinc finger protein 708-like
123742370	NA	LOC123742370	LOC123742370	dolichyl-phosphate beta-glucosyltransferase-like
